sentence	label
This will be the usual condition of the bargain .And it will rarely happen that the advancement of the public service will be the primary object either of party victories or of party negotiations .The truth of the principles here advanced seems to have been felt by the most intelligent of those who have found fault with the provision made , in this respect , by the convention .They contend that the President ought solely to have been authorized to make the appointments under the federal government .But it is easy to show , that every advantage to be expected from such an arrangement would , in substance , be derived from the power of NOMINATION , which is proposed to be conferred upon him ; while several disadvantages which might attend the absolute power of appointment in the hands of that officer would be avoided .In the act of nomination , his judgment alone would be exercised ; and as it would be his sole duty to point out the man who , with the approbation of the Senate , should fill an office , his responsibility would be as complete as if he were to make the final appointment .There can , in this view , be no difference between nominating and appointing .The same motives which would influence a proper discharge of his duty in one case , would exist in the other .And as no man could be appointed but on his previous nomination , every man who might be appointed would be , in fact , his choice .	0
But might not his nomination be overruled ? I grant it might , yet this could only be to make place for another nomination by himself .The person ultimately appointed must be the object of his preference , though perhaps not in the first degree .It is also not very probable that his nomination would often be overruled .The Senate could not be tempted , by the preference they might feel to another , to reject the one proposed ; because they could not assure themselves , that the person they might wish would be brought forward by a second or by any subsequent nomination .They could not even be certain , that a future nomination would present a candidate in any degree more acceptable to them ; and as their dissent might cast a kind of stigma upon the individual rejected , and might have the appearance of a reflection upon the judgment of the chief magistrate , it is not likely that their sanction would often be refused , where there were not special and strong reasons for the refusal .To what purpose then require the co-operation of the Senate ? I answer , that the necessity of their concurrence would have a powerful , though , in general , a silent operation .It would be an excellent check upon a spirit of favoritism in the President , and would tend greatly to prevent the appointment of unfit characters from State prejudice , from family connection , from personal attachment , or from a view to popularity .	0
In addition to this , it would be an efficacious source of stability in the administration .It will readily be comprehended , that a man who had himself the sole disposition of offices , would be governed much more by his private inclinations and interests , than when he was bound to submit the propriety of his choice to the discussion and determination of a different and independent body , and that body an entire branch of the legislature .The possibility of rejection would be a strong motive to care in proposing .The danger to his own reputation , and , in the case of an elective magistrate , to his political existence , from betraying a spirit of favoritism , or an unbecoming pursuit of popularity , to the observation of a body whose opinion would have great weight in forming that of the public , could not fail to operate as a barrier to the one and to the other .He would be both ashamed and afraid to bring forward , for the most distinguished or lucrative stations , candidates who had no other merit than that of coming from the same State to which he particularly belonged , or of being in some way or other personally allied to him , or of possessing the necessary insignificance and pliancy to render them the obsequious instruments of his pleasure .To this reasoning it has been objected that the President , by the influence of the power of nomination , may secure the complaisance of the Senate to his views .	0
This supposition of universal venalty in human nature is little less an error in political reasoning , than the supposition of universal rectitude .The institution of delegated power implies , that there is a portion of virtue and honor among mankind , which may be a reasonable foundation of confidence ; and experience justifies the theory .It has been found to exist in the most corrupt periods of the most corrupt governments .The venalty of the British House of Commons has been long a topic of accusation against that body , in the country to which they belong as well as in this ; and it can not be doubted that the charge is , to a considerable extent , well founded .But it is as little to be doubted , that there is always a large proportion of the body , which consists of independent and public-spirited men , who have an influential weight in the councils of the nation .Hence it is ( the present reign not excepted ) that the sense of that body is often seen to control the inclinations of the monarch , both with regard to men and to measures .Though it might therefore be allowable to suppose that the Executive might occasionally influence some individuals in the Senate , yet the supposition , that he could in general purchase the integrity of the whole body , would be forced and improbable .A man disposed to view human nature as it is , without either flattering its virtues or exaggerating its vices , will see sufficient ground of confidence in the probity of the Senate , to rest satisfied , not only that it will be impracticable to the Executive to corrupt or seduce a majority of its members , but that the necessity of its co-operation , in the business of appointments , will be a considerable and salutary restraint upon the conduct of that magistrate .	0
If it be said they might sometimes gratify him by an acquiescence in a favorite choice , when public motives might dictate a different conduct , I answer , that the instances in which the President could be personally interested in the result , would be too few to admit of his being materially affected by the compliances of the Senate .The POWER which can ORIGINATE the disposition of honors and emoluments , is more likely to attract than to be attracted by the POWER which can merely obstruct their course .If by influencing the President be meant RESTRAINING him , this is precisely what must have been intended .And it has been shown that the restraint would be salutary , at the same time that it would not be such as to destroy a single advantage to be looked for from the uncontrolled agency of that Magistrate .The right of nomination would produce all the good of that of appointment , and would in a great measure avoid its evils .Upon a comparison of the plan for the appointment of the officers of the proposed government with that which is established by the constitution of this State , a decided preference must be given to the former .In that plan the power of nomination is unequivocally vested in the Executive .And as there would be a necessity for submitting each nomination to the judgment of an entire branch of the legislature , the circumstances attending an appointment , from the mode of conducting it , would naturally become matters of notoriety ; and the public would be at no loss to determine what part had been performed by the different actors .	0
Whether a governor of this State avails himself of the ascendant he must necessarily have , in this delicate and important part of the administration , to prefer to offices men who are best qualified for them , or whether he prostitutes that advantage to the advancement of persons whose chief merit is their implicit devotion to his will , and to the support of a despicable and dangerous system of personal influence , are questions which , unfortunately for the community , can only be the subjects of speculation and conjecture .Every mere council of appointment , however constituted , will be a conclave , in which cabal and intrigue will have their full scope .Their number , without an unwarrantable increase of expense , can not be large enough to preclude a facility of combination .And as each member will have his friends and connections to provide for , the desire of mutual gratification will beget a scandalous bartering of votes and bargaining for places .The private attachments of one man might easily be satisfied ; but to satisfy the private attachments of a dozen , or of twenty men , would occasion a monopoly of all the principal employments of the government in a few families , and would lead more directly to an aristocracy or an oligarchy than any measure that could be contrived .If , to avoid an accumulation of offices , there was to be a frequent change in the persons who were to compose the council , this would involve the mischiefs of a mutable administration in their full extent .	0
Such a council would also be more liable to executive influence than the Senate , because they would be fewer in number , and would act less immediately under the public inspection .Such a council , in fine , as a substitute for the plan of the convention , would be productive of an increase of expense , a multiplication of the evils which spring from favoritism and intrigue in the distribution of public honors , a decrease of stability in the administration of the government , and a diminution of the security against an undue influence of the Executive .And yet such a council has been warmly contended for as an essential amendment in the proposed Constitution .I could not with propriety conclude my observations on the subject of appointments without taking notice of a scheme for which there have appeared some , though but few advocates ; I mean that of uniting the House of Representatives in the power of making them .I shall , however , do little more than mention it , as I can not imagine that it is likely to gain the countenance of any considerable part of the community .A body so fluctuating and at the same time so numerous , can never be deemed proper for the exercise of that power .Its unfitness will appear manifest to all , when it is recollected that in half a century it may consist of three or four hundred persons .	0
All the advantages of the stability , both of the Executive and of the Senate , would be defeated by this union , and infinite delays and embarrassments would be occasioned .The example of most of the States in their local constitutions encourages us to reprobate the idea .The only remaining powers of the Executive are comprehended in giving information to Congress of the state of the Union ; in recommending to their consideration such measures as he shall judge expedient ; in convening them , or either branch , upon extraordinary occasions ; in adjourning them when they can not themselves agree upon the time of adjournment ; in receiving ambassadors and other public ministers ; in faithfully executing the laws ; and in commissioning all the officers of the United States .Except some cavils about the power of convening EITHER house of the legislature , and that of receiving ambassadors , no objection has been made to this class of authorities ; nor could they possibly admit of any .It required , indeed , an insatiable avidity for censure to invent exceptions to the parts which have been excepted to .In regard to the power of convening either house of the legislature , I shall barely remark , that in respect to the Senate at least , we can readily discover a good reason for it .AS this body has a concurrent power with the Executive in the article of treaties , it might often be necessary to call it together with a view to this object , when it would be unnecessary and improper to convene the House of Representatives .	0
As to the reception of ambassadors , what I have said in a former paper will furnish a sufficient answer .We have now completed a survey of the structure and powers of the executive department , which , I have endeavored to show , combines , as far as republican principles will admit , all the requisites to energy .The remaining inquiry is : Does it also combine the requisites to safety , in a republican sense , a due dependence on the people , a due responsibility ? The answer to this question has been anticipated in the investigation of its other characteristics , and is satisfactorily deducible from these circumstances ; from the election of the President once in four years by persons immediately chosen by the people for that purpose ; and from his being at all times liable to impeachment , trial , dismission from office , incapacity to serve in any other , and to forfeiture of life and estate by subsequent prosecution in the common course of law .But these precautions , great as they are , are not the only ones which the plan of the convention has provided in favor of the public security .In the only instances in which the abuse of the executive authority was materially to be feared , the Chief Magistrate of the United States would , by that plan , be subjected to the control of a branch of the legislative body .	0
The Judiciary Department From McLEAN 'S Edition , New York .To the People of the State of New York : WE PROCEED now to an examination of the judiciary department of the proposed government .In unfolding the defects of the existing Confederation , the utility and necessity of a federal judicature have been clearly pointed out .It is the less necessary to recapitulate the considerations there urged , as the propriety of the institution in the abstract is not disputed ; the only questions which have been raised being relative to the manner of constituting it , and to its extent .To these points , therefore , our observations shall be confined .The manner of constituting it seems to embrace these several objects : 1st .The mode of appointing the judges .2d .The tenure by which they are to hold their places .3d .The partition of the judiciary authority between different courts , and their relations to each other .First .As to the mode of appointing the judges ; this is the same with that of appointing the officers of the Union in general , and has been so fully discussed in the two last numbers , that nothing can be said here which would not be useless repetition .Second .As to the tenure by which the judges are to hold their places ; this chiefly concerns their duration in office ; the provisions for their support ; the precautions for their responsibility .	0
According to the plan of the convention , all judges who may be appointed by the United States are to hold their offices DURING GOOD BEHAVIOR ; which is conformable to the most approved of the State constitutions and among the rest , to that of this State .Its propriety having been drawn into question by the adversaries of that plan , is no light symptom of the rage for objection , which disorders their imaginations and judgments .The standard of good behavior for the continuance in office of the judicial magistracy , is certainly one of the most valuable of the modern improvements in the practice of government .In a monarchy it is an excellent barrier to the despotism of the prince ; in a republic it is a no less excellent barrier to the encroachments and oppressions of the representative body .And it is the best expedient which can be devised in any government , to secure a steady , upright , and impartial administration of the laws .Whoever attentively considers the different departments of power must perceive , that , in a government in which they are separated from each other , the judiciary , from the nature of its functions , will always be the least dangerous to the political rights of the Constitution ; because it will be least in a capacity to annoy or injure them .The Executive not only dispenses the honors , but holds the sword of the community .	0
The legislature not only commands the purse , but prescribes the rules by which the duties and rights of every citizen are to be regulated .The judiciary , on the contrary , has no influence over either the sword or the purse ; no direction either of the strength or of the wealth of the society ; and can take no active resolution whatever .It may truly be said to have neither FORCE nor WILL , but merely judgment ; and must ultimately depend upon the aid of the executive arm even for the efficacy of its judgments .This simple view of the matter suggests several important consequences .It proves incontestably , that the judiciary is beyond comparison the weakest of the three departments of power1 ; that it can never attack with success either of the other two ; and that all possible care is requisite to enable it to defend itself against their attacks .It equally proves , that though individual oppression may now and then proceed from the courts of justice , the general liberty of the people can never be endangered from that quarter ; I mean so long as the judiciary remains truly distinct from both the legislature and the Executive .For I agree , that `` there is no liberty , if the power of judging be not separated from the legislative and executive powers . `` 2 And it proves , in the last place , that as liberty can have nothing to fear from the judiciary alone , but would have every thing to fear from its union with either of the other departments ; that as all the effects of such a union must ensue from a dependence of the former on the latter , notwithstanding a nominal and apparent separation ; that as , from the natural feebleness of the judiciary , it is in continual jeopardy of being overpowered , awed , or influenced by its co-ordinate branches ; and that as nothing can contribute so much to its firmness and independence as permanency in office , this quality may therefore be justly regarded as an indispensable ingredient in its constitution , and , in a great measure , as the citadel of the public justice and the public security .	0
The complete independence of the courts of justice is peculiarly essential in a limited Constitution .By a limited Constitution , I understand one which contains certain specified exceptions to the legislative authority ; such , for instance , as that it shall pass no bills of attainder , no ex-post-facto laws , and the like .Limitations of this kind can be preserved in practice no other way than through the medium of courts of justice , whose duty it must be to declare all acts contrary to the manifest tenor of the Constitution void .Without this , all the reservations of particular rights or privileges would amount to nothing .Some perplexity respecting the rights of the courts to pronounce legislative acts void , because contrary to the Constitution , has arisen from an imagination that the doctrine would imply a superiority of the judiciary to the legislative power .It is urged that the authority which can declare the acts of another void , must necessarily be superior to the one whose acts may be declared void .As this doctrine is of great importance in all the American constitutions , a brief discussion of the ground on which it rests can not be unacceptable .There is no position which depends on clearer principles , than that every act of a delegated authority , contrary to the tenor of the commission under which it is exercised , is void .No legislative act , therefore , contrary to the Constitution , can be valid .	0
To deny this , would be to affirm , that the deputy is greater than his principal ; that the servant is above his master ; that the representatives of the people are superior to the people themselves ; that men acting by virtue of powers , may do not only what their powers do not authorize , but what they forbid .If it be said that the legislative body are themselves the constitutional judges of their own powers , and that the construction they put upon them is conclusive upon the other departments , it may be answered , that this can not be the natural presumption , where it is not to be collected from any particular provisions in the Constitution .It is not otherwise to be supposed , that the Constitution could intend to enable the representatives of the people to substitute their WILL to that of their constituents .It is far more rational to suppose , that the courts were designed to be an intermediate body between the people and the legislature , in order , among other things , to keep the latter within the limits assigned to their authority .The interpretation of the laws is the proper and peculiar province of the courts .A constitution is , in fact , and must be regarded by the judges , as a fundamental law .It therefore belongs to them to ascertain its meaning , as well as the meaning of any particular act proceeding from the legislative body .	0
If there should happen to be an irreconcilable variance between the two , that which has the superior obligation and validity ought , of course , to be preferred ; or , in other words , the Constitution ought to be preferred to the statute , the intention of the people to the intention of their agents .Nor does this conclusion by any means suppose a superiority of the judicial to the legislative power .It only supposes that the power of the people is superior to both ; and that where the will of the legislature , declared in its statutes , stands in opposition to that of the people , declared in the Constitution , the judges ought to be governed by the latter rather than the former .They ought to regulate their decisions by the fundamental laws , rather than by those which are not fundamental .This exercise of judicial discretion , in determining between two contradictory laws , is exemplified in a familiar instance .It not uncommonly happens , that there are two statutes existing at one time , clashing in whole or in part with each other , and neither of them containing any repealing clause or expression .In such a case , it is the province of the courts to liquidate and fix their meaning and operation .So far as they can , by any fair construction , be reconciled to each other , reason and law conspire to dictate that this should be done ; where this is impracticable , it becomes a matter of necessity to give effect to one , in exclusion of the other .	0
The rule which has obtained in the courts for determining their relative validity is , that the last in order of time shall be preferred to the first .But this is a mere rule of construction , not derived from any positive law , but from the nature and reason of the thing .It is a rule not enjoined upon the courts by legislative provision , but adopted by themselves , as consonant to truth and propriety , for the direction of their conduct as interpreters of the law .They thought it reasonable , that between the interfering acts of an EQUAL authority , that which was the last indication of its will should have the preference .But in regard to the interfering acts of a superior and subordinate authority , of an original and derivative power , the nature and reason of the thing indicate the converse of that rule as proper to be followed .They teach us that the prior act of a superior ought to be preferred to the subsequent act of an inferior and subordinate authority ; and that accordingly , whenever a particular statute contravenes the Constitution , it will be the duty of the judicial tribunals to adhere to the latter and disregard the former .It can be of no weight to say that the courts , on the pretense of a repugnancy , may substitute their own pleasure to the constitutional intentions of the legislature .	0
This might as well happen in the case of two contradictory statutes ; or it might as well happen in every adjudication upon any single statute .The courts must declare the sense of the law ; and if they should be disposed to exercise WILL instead of JUDGMENT , the consequence would equally be the substitution of their pleasure to that of the legislative body .The observation , if it prove any thing , would prove that there ought to be no judges distinct from that body .If , then , the courts of justice are to be considered as the bulwarks of a limited Constitution against legislative encroachments , this consideration will afford a strong argument for the permanent tenure of judicial offices , since nothing will contribute so much as this to that independent spirit in the judges which must be essential to the faithful performance of so arduous a duty .This independence of the judges is equally requisite to guard the Constitution and the rights of individuals from the effects of those ill humors , which the arts of designing men , or the influence of particular conjunctures , sometimes disseminate among the people themselves , and which , though they speedily give place to better information , and more deliberate reflection , have a tendency , in the meantime , to occasion dangerous innovations in the government , and serious oppressions of the minor party in the community .	0
Though I trust the friends of the proposed Constitution will never concur with its enemies,3 in questioning that fundamental principle of republican government , which admits the right of the people to alter or abolish the established Constitution , whenever they find it inconsistent with their happiness , yet it is not to be inferred from this principle , that the representatives of the people , whenever a momentary inclination happens to lay hold of a majority of their constituents , incompatible with the provisions in the existing Constitution , would , on that account , be justifiable in a violation of those provisions ; or that the courts would be under a greater obligation to connive at infractions in this shape , than when they had proceeded wholly from the cabals of the representative body .Until the people have , by some solemn and authoritative act , annulled or changed the established form , it is binding upon themselves collectively , as well as individually ; and no presumption , or even knowledge , of their sentiments , can warrant their representatives in a departure from it , prior to such an act .But it is easy to see , that it would require an uncommon portion of fortitude in the judges to do their duty as faithful guardians of the Constitution , where legislative invasions of it had been instigated by the major voice of the community .But it is not with a view to infractions of the Constitution only , that the independence of the judges may be an essential safeguard against the effects of occasional ill humors in the society .	0
These sometimes extend no farther than to the injury of the private rights of particular classes of citizens , by unjust and partial laws .Here also the firmness of the judicial magistracy is of vast importance in mitigating the severity and confining the operation of such laws .It not only serves to moderate the immediate mischiefs of those which may have been passed , but it operates as a check upon the legislative body in passing them ; who , perceiving that obstacles to the success of iniquitous intention are to be expected from the scruples of the courts , are in a manner compelled , by the very motives of the injustice they meditate , to qualify their attempts .This is a circumstance calculated to have more influence upon the character of our governments , than but few may be aware of .The benefits of the integrity and moderation of the judiciary have already been felt in more States than one ; and though they may have displeased those whose sinister expectations they may have disappointed , they must have commanded the esteem and applause of all the virtuous and disinterested .Considerate men , of every description , ought to prize whatever will tend to beget or fortify that temper in the courts : as no man can be sure that he may not be to-morrow the victim of a spirit of injustice , by which he may be a gainer to-day .	0
And every man must now feel , that the inevitable tendency of such a spirit is to sap the foundations of public and private confidence , and to introduce in its stead universal distrust and distress .That inflexible and uniform adherence to the rights of the Constitution , and of individuals , which we perceive to be indispensable in the courts of justice , can certainly not be expected from judges who hold their offices by a temporary commission .Periodical appointments , however regulated , or by whomsoever made , would , in some way or other , be fatal to their necessary independence .If the power of making them was committed either to the Executive or legislature , there would be danger of an improper complaisance to the branch which possessed it ; if to both , there would be an unwillingness to hazard the displeasure of either ; if to the people , or to persons chosen by them for the special purpose , there would be too great a disposition to consult popularity , to justify a reliance that nothing would be consulted but the Constitution and the laws .There is yet a further and a weightier reason for the permanency of the judicial offices , which is deducible from the nature of the qualifications they require .It has been frequently remarked , with great propriety , that a voluminous code of laws is one of the inconveniences necessarily connected with the advantages of a free government .	0
To avoid an arbitrary discretion in the courts , it is indispensable that they should be bound down by strict rules and precedents , which serve to define and point out their duty in every particular case that comes before them ; and it will readily be conceived from the variety of controversies which grow out of the folly and wickedness of mankind , that the records of those precedents must unavoidably swell to a very considerable bulk , and must demand long and laborious study to acquire a competent knowledge of them .Hence it is , that there can be but few men in the society who will have sufficient skill in the laws to qualify them for the stations of judges .And making the proper deductions for the ordinary depravity of human nature , the number must be still smaller of those who unite the requisite integrity with the requisite knowledge .These considerations apprise us , that the government can have no great option between fit character ; and that a temporary duration in office , which would naturally discourage such characters from quitting a lucrative line of practice to accept a seat on the bench , would have a tendency to throw the administration of justice into hands less able , and less well qualified , to conduct it with utility and dignity .In the present circumstances of this country , and in those in which it is likely to be for a long time to come , the disadvantages on this score would be greater than they may at first sight appear ; but it must be confessed , that they are far inferior to those which present themselves under the other aspects of the subject .	0
The Judiciary Continued From MCLEAN 's Edition , New York .To the People of the State of New York : NEXT to permanency in office , nothing can contribute more to the independence of the judges than a fixed provision for their support .The remark made in relation to the President is equally applicable here .In the general course of human nature , A POWER OVER A MAN 's SUBSISTENCE AMOUNTS TO A POWER OVER HIS WILL .And we can never hope to see realized in practice , the complete separation of the judicial from the legislative power , in any system which leaves the former dependent for pecuniary resources on the occasional grants of the latter .The enlightened friends to good government in every State , have seen cause to lament the want of precise and explicit precautions in the State constitutions on this head .Some of these indeed have declared that PERMANENT1 salaries should be established for the judges ; but the experiment has in some instances shown that such expressions are not sufficiently definite to preclude legislative evasions .Something still more positive and unequivocal has been evinced to be requisite .The plan of the convention accordingly has provided that the judges of the United States `` shall at STATED TIMES receive for their services a compensation which shall not be DIMINISHED during their continuance in office . ''This , all circumstances considered , is the most eligible provision that could have been devised .	0
It will readily be understood that the fluctuations in the value of money and in the state of society rendered a fixed rate of compensation in the Constitution inadmissible .What might be extravagant to-day , might in half a century become penurious and inadequate .It was therefore necessary to leave it to the discretion of the legislature to vary its provisions in conformity to the variations in circumstances , yet under such restrictions as to put it out of the power of that body to change the condition of the individual for the worse .A man may then be sure of the ground upon which he stands , and can never be deterred from his duty by the apprehension of being placed in a less eligible situation .The clause which has been quoted combines both advantages .The salaries of judicial officers may from time to time be altered , as occasion shall require , yet so as never to lessen the allowance with which any particular judge comes into office , in respect to him .It will be observed that a difference has been made by the convention between the compensation of the President and of the judges , That of the former can neither be increased nor diminished ; that of the latter can only not be diminished .This probably arose from the difference in the duration of the respective offices .As the President is to be elected for no more than four years , it can rarely happen that an adequate salary , fixed at the commencement of that period , will not continue to be such to its end .	0
The mensuration of the faculties of the mind has , I believe , no place in the catalogue of known arts .An attempt to fix the boundary between the regions of ability and inability , would much oftener give scope to personal and party attachments and enmities than advance the interests of justice or the public good .The result , except in the case of insanity , must for the most part be arbitrary ; and insanity , without any formal or express provision , may be safely pronounced to be a virtual disqualification .The constitution of New York , to avoid investigations that must forever be vague and dangerous , has taken a particular age as the criterion of inability .No man can be a judge beyond sixty .I believe there are few at present who do not disapprove of this provision .There is no station , in relation to which it is less proper than to that of a judge .The deliberating and comparing faculties generally preserve their strength much beyond that period in men who survive it ; and when , in addition to this circumstance , we consider how few there are who outlive the season of intellectual vigor , and how improbable it is that any considerable portion of the bench , whether more or less numerous , should be in such a situation at the same time , we shall be ready to conclude that limitations of this sort have little to recommend them .	0
The Powers of the Judiciary From McLEAN 's Edition , New York .To the People of the State of New York : To JUDGE with accuracy of the proper extent of the federal judicature , it will be necessary to consider , in the first place , what are its proper objects .It seems scarcely to admit of controversy , that the judicary authority of the Union ought to extend to these several descriptions of cases : 1st , to all those which arise out of the laws of the United States , passed in pursuance of their just and constitutional powers of legislation ; 2d , to all those which concern the execution of the provisions expressly contained in the articles of Union ; 3d , to all those in which the United States are a party ; 4th , to all those which involve the PEACE of the CONFEDERACY , whether they relate to the intercourse between the United States and foreign nations , or to that between the States themselves ; 5th , to all those which originate on the high seas , and are of admiralty or maritime jurisdiction ; and , lastly , to all those in which the State tribunals can not be supposed to be impartial and unbiased .The first point depends upon this obvious consideration , that there ought always to be a constitutional method of giving efficacy to constitutional provisions .What , for instance , would avail restrictions on the authority of the State legislatures , without some constitutional mode of enforcing the observance of them ?	0
The States , by the plan of the convention , are prohibited from doing a variety of things , some of which are incompatible with the interests of the Union , and others with the principles of good government .The imposition of duties on imported articles , and the emission of paper money , are specimens of each kind .No man of sense will believe , that such prohibitions would be scrupulously regarded , without some effectual power in the government to restrain or correct the infractions of them .This power must either be a direct negative on the State laws , or an authority in the federal courts to overrule such as might be in manifest contravention of the articles of Union .There is no third course that I can imagine .The latter appears to have been thought by the convention preferable to the former , and , I presume , will be most agreeable to the States .As to the second point , it is impossible , by any argument or comment , to make it clearer than it is in itself .If there are such things as political axioms , the propriety of the judicial power of a government being coextensive with its legislative , may be ranked among the number .The mere necessity of uniformity in the interpretation of the national laws , decides the question .Thirteen independent courts of final jurisdiction over the same causes , arising upon the same laws , is a hydra in government , from which nothing but contradiction and confusion can proceed .	0
Still less need be said in regard to the third point .Controversies between the nation and its members or citizens , can only be properly referred to the national tribunals .Any other plan would be contrary to reason , to precedent , and to decorum .The fourth point rests on this plain proposition , that the peace of the WHOLE ought not to be left at the disposal of a PART .The Union will undoubtedly be answerable to foreign powers for the conduct of its members .And the responsibility for an injury ought ever to be accompanied with the faculty of preventing it .As the denial or perversion of justice by the sentences of courts , as well as in any other manner , is with reason classed among the just causes of war , it will follow that the federal judiciary ought to have cognizance of all causes in which the citizens of other countries are concerned .This is not less essential to the preservation of the public faith , than to the security of the public tranquillity .A distinction may perhaps be imagined between cases arising upon treaties and the laws of nations and those which may stand merely on the footing of the municipal law .The former kind may be supposed proper for the federal jurisdiction , the latter for that of the States .But it is at least problematical , whether an unjust sentence against a foreigner , where the subject of controversy was wholly relative to the lex loci , would not , if unredressed , be an aggression upon his sovereign , as well as one which violated the stipulations of a treaty or the general law of nations .	0
And a still greater objection to the distinction would result from the immense difficulty , if not impossibility , of a practical discrimination between the cases of one complexion and those of the other .So great a proportion of the cases in which foreigners are parties , involve national questions , that it is by far most safe and most expedient to refer all those in which they are concerned to the national tribunals .The power of determining causes between two States , between one State and the citizens of another , and between the citizens of different States , is perhaps not less essential to the peace of the Union than that which has been just examined .History gives us a horrid picture of the dissensions and private wars which distracted and desolated Germany prior to the institution of the Imperial Chamber by Maximilian , towards the close of the fifteenth century ; and informs us , at the same time , of the vast influence of that institution in appeasing the disorders and establishing the tranquillity of the empire .This was a court invested with authority to decide finally all differences among the members of the Germanic body .A method of terminating territorial disputes between the States , under the authority of the federal head , was not unattended to , even in the imperfect system by which they have been hitherto held together .But there are many other sources , besides interfering claims of boundary , from which bickerings and animosities may spring up among the members of the Union .	0
The fifth point will demand little animadversion .The most bigoted idolizers of State authority have not thus far shown a disposition to deny the national judiciary the cognizances of maritime causes .These so generally depend on the laws of nations , and so commonly affect the rights of foreigners , that they fall within the considerations which are relative to the public peace .The most important part of them are , by the present Confederation , submitted to federal jurisdiction .The reasonableness of the agency of the national courts in cases in which the State tribunals can not be supposed to be impartial , speaks for itself .No man ought certainly to be a judge in his own cause , or in any cause in respect to which he has the least interest or bias .This principle has no inconsiderable weight in designating the federal courts as the proper tribunals for the determination of controversies between different States and their citizens .And it ought to have the same operation in regard to some cases between citizens of the same State .Claims to land under grants of different States , founded upon adverse pretensions of boundary , are of this description .The courts of neither of the granting States could be expected to be unbiased .The laws may have even prejudged the question , and tied the courts down to decisions in favor of the grants of the State to which they belonged .	0
And even where this had not been done , it would be natural that the judges , as men , should feel a strong predilection to the claims of their own government .Having thus laid down and discussed the principles which ought to regulate the constitution of the federal judiciary , we will proceed to test , by these principles , the particular powers of which , according to the plan of the convention , it is to be composed .It is to comprehend `` all cases in law and equity arising under the Constitution , the laws of the United States , and treaties made , or which shall be made , under their authority ; to all cases affecting ambassadors , other public ministers , and consuls ; to all cases of admiralty and maritime jurisdiction ; to controversies to which the United States shall be a party ; to controversies between two or more States ; between a State and citizens of another State ; between citizens of different States ; between citizens of the same State claiming lands and grants of different States ; and between a State or the citizens thereof and foreign states , citizens , and subjects . ''This constitutes the entire mass of the judicial authority of the Union .Let us now review it in detail .It is , then , to extend : First .To all cases in law and equity , ARISING UNDER THE CONSTITUTION and THE LAWS OF THE UNITED STATES .	0
This corresponds with the two first classes of causes , which have been enumerated , as proper for the jurisdiction of the United States .It has been asked , what is meant by `` cases arising under the Constitution , `` in contradiction from those `` arising under the laws of the United States `` ? The difference has been already explained .All the restrictions upon the authority of the State legislatures furnish examples of it .They are not , for instance , to emit paper money ; but the interdiction results from the Constitution , and will have no connection with any law of the United States .Should paper money , notwithstanding , be emited , the controversies concerning it would be cases arising under the Constitution and not the laws of the United States , in the ordinary signification of the terms .This may serve as a sample of the whole .It has also been asked , what need of the word `` equity What equitable causes can grow out of the Constitution and laws of the United States ? There is hardly a subject of litigation between individuals , which may not involve those ingredients of FRAUD , ACCIDENT , TRUST , or HARDSHIP , which would render the matter an object of equitable rather than of legal jurisdiction , as the distinction is known and established in several of the States .It is the peculiar province , for instance , of a court of equity to relieve against what are called hard bargains : these are contracts in which , though there may have been no direct fraud or deceit , sufficient to invalidate them in a court of law , yet there may have been some undue and unconscionable advantage taken of the necessities or misfortunes of one of the parties , which a court of equity would not tolerate .	0
